Expanding: (3, 26) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Moving to (5, 23) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (7, 23) | New rewards left: frozenset({(10, 1), (5, 28)})
Expanding: (8, 15) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Moving to (9, 15) | New rewards left: frozenset({(10, 1), (11, 28)})
Moving to (8, 14) | New rewards left: frozenset({(10, 1), (11, 28)})
Moving to (8, 16) | New rewards left: frozenset({(10, 1), (11, 28)})
Expanding: (9, 15) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (8, 17) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (8, 17) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (8, 21) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Moving to (9, 21) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (8, 20) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (8, 22) | New rewards left: frozenset({(10, 1), (5, 28)})
Expanding: (8, 21) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (8, 23) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (8, 23) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (8, 25) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Moving to (7, 25) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (9, 25) | New rewards left: frozenset({(10, 1), (5, 28)})
Expanding: (9, 20) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Moving to (8, 20) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (10, 20) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (9, 19) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (9, 21) | New rewards left: frozenset({(10, 1), (5, 28)})
Expanding: (9, 20) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (9, 22) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (9, 22) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (9, 24) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (9, 26) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Moving to (9, 25) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (9, 27) | New rewards left: frozenset({(10, 1), (5, 28)})
Expanding: (9, 14) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Moving to (8, 14) | New rewards left: frozenset({(10, 1), (11, 28)})
Moving to (9, 13) | New rewards left: frozenset({(10, 1), (11, 28)})
Moving to (9, 15) | New rewards left: frozenset({(10, 1), (11, 28)})
Expanding: (9, 16) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (9, 16) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (10, 15) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (11, 16) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (8, 23) | Remaining rewards: frozenset({(10, 1)})
Moving to (7, 23) | New rewards left: frozenset({(10, 1)})
Moving to (9, 23) | New rewards left: frozenset({(10, 1)})
Moving to (8, 22) | New rewards left: frozenset({(10, 1)})
Expanding: (9, 24) | Remaining rewards: frozenset({(10, 1)})
Moving to (9, 23) | New rewards left: frozenset({(10, 1)})
Moving to (9, 25) | New rewards left: frozenset({(10, 1)})
Expanding: (8, 22) | Remaining rewards: frozenset({(10, 1)})
Moving to (9, 22) | New rewards left: frozenset({(10, 1)})
Moving to (8, 21) | New rewards left: frozenset({(10, 1)})
Moving to (8, 23) | New rewards left: frozenset({(10, 1)})
Expanding: (8, 22) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 23) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 23) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 23) | Remaining rewards: frozenset({(10, 1)})
Expanding: (8, 21) | Remaining rewards: frozenset({(10, 1)})
Moving to (9, 21) | New rewards left: frozenset({(10, 1)})
Moving to (8, 20) | New rewards left: frozenset({(10, 1)})
Moving to (8, 22) | New rewards left: frozenset({(10, 1)})
Expanding: (8, 21) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 22) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 22) | Remaining rewards: frozenset({(10, 1)})
Expanding: (8, 20) | Remaining rewards: frozenset({(10, 1)})
Moving to (9, 20) | New rewards left: frozenset({(10, 1)})
Moving to (8, 19) | New rewards left: frozenset({(10, 1)})
Moving to (8, 21) | New rewards left: frozenset({(10, 1)})
Expanding: (8, 20) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 21) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 21) | Remaining rewards: frozenset({(10, 1)})
Expanding: (8, 19) | Remaining rewards: frozenset({(10, 1)})
Moving to (9, 19) | New rewards left: frozenset({(10, 1)})
Moving to (8, 18) | New rewards left: frozenset({(10, 1)})
Moving to (8, 20) | New rewards left: frozenset({(10, 1)})
Expanding: (8, 19) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 20) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 20) | Remaining rewards: frozenset({(10, 1)})
Expanding: (8, 18) | Remaining rewards: frozenset({(10, 1)})
Moving to (8, 17) | New rewards left: frozenset({(10, 1)})
Moving to (8, 19) | New rewards left: frozenset({(10, 1)})
Expanding: (9, 19) | Remaining rewards: frozenset({(10, 1)})
Expanding: (8, 17) | Remaining rewards: frozenset({(10, 1)})
Moving to (9, 17) | New rewards left: frozenset({(10, 1)})
Moving to (8, 16) | New rewards left: frozenset({(10, 1)})
Moving to (8, 18) | New rewards left: frozenset({(10, 1)})
Expanding: (8, 17) | Remaining rewards: frozenset({(10, 1)})
Expanding: (8, 16) | Remaining rewards: frozenset({(10, 1)})
Moving to (9, 16) | New rewards left: frozenset({(10, 1)})
Moving to (8, 15) | New rewards left: frozenset({(10, 1)})
Moving to (8, 17) | New rewards left: frozenset({(10, 1)})
Expanding: (8, 16) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 17) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 17) | Remaining rewards: frozenset({(10, 1)})
Expanding: (8, 15) | Remaining rewards: frozenset({(10, 1)})
Moving to (9, 15) | New rewards left: frozenset({(10, 1)})
Moving to (8, 14) | New rewards left: frozenset({(10, 1)})
Moving to (8, 16) | New rewards left: frozenset({(10, 1)})
Expanding: (8, 15) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 16) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 16) | Remaining rewards: frozenset({(10, 1)})
Expanding: (8, 14) | Remaining rewards: frozenset({(10, 1)})
Moving to (9, 14) | New rewards left: frozenset({(10, 1)})
Moving to (8, 13) | New rewards left: frozenset({(10, 1)})
Moving to (8, 15) | New rewards left: frozenset({(10, 1)})
Expanding: (8, 14) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 15) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 15) | Remaining rewards: frozenset({(10, 1)})
Expanding: (8, 13) | Remaining rewards: frozenset({(10, 1)})
Moving to (9, 13) | New rewards left: frozenset({(10, 1)})
Moving to (8, 12) | New rewards left: frozenset({(10, 1)})
Moving to (8, 14) | New rewards left: frozenset({(10, 1)})
Expanding: (8, 13) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 14) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 14) | Remaining rewards: frozenset({(10, 1)})
Expanding: (8, 12) | Remaining rewards: frozenset({(10, 1)})
Moving to (8, 11) | New rewards left: frozenset({(10, 1)})
Moving to (8, 13) | New rewards left: frozenset({(10, 1)})
Expanding: (9, 13) | Remaining rewards: frozenset({(10, 1)})
Expanding: (9, 13) | Remaining rewards: frozenset({(10, 1)})
Expanding: (11, 13) | Remaining rewards: frozenset({(10, 1)})
Moving to (10, 13) | New rewards left: frozenset({(10, 1)})
Moving to (11, 12) | New rewards left: frozenset({(10, 1)})
Expanding: (8, 11) | Remaining rewards: frozenset({(10, 1)})
Moving to (7, 11) | New rewards left: frozenset({(10, 1)})
Moving to (8, 10) | New rewards left: frozenset({(10, 1)})
Moving to (8, 12) | New rewards left: frozenset({(10, 1)})
Expanding: (10, 13) | Remaining rewards: frozenset({(10, 1)})
Expanding: (10, 13) | Remaining rewards: frozenset({(10, 1)})
Expanding: (11, 12) | Remaining rewards: frozenset({(10, 1)})
Moving to (10, 12) | New rewards left: frozenset({(10, 1)})
Moving to (11, 13) | New rewards left: frozenset({(10, 1)})
Expanding: (11, 12) | Remaining rewards: frozenset({(10, 1)})
Expanding: (8, 10) | Remaining rewards: frozenset({(10, 1)})
Moving to (8, 9) | New rewards left: frozenset({(10, 1)})
Moving to (8, 11) | New rewards left: frozenset({(10, 1)})
Expanding: (10, 12) | Remaining rewards: frozenset({(10, 1)})
Expanding: (8, 9) | Remaining rewards: frozenset({(10, 1)})
Moving to (8, 10) | New rewards left: frozenset({(10, 1)})
Expanding: (1, 9) | Remaining rewards: frozenset({(11, 28), (10, 1), (5, 28), (3, 28)})
Expanding: (2, 26) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Moving to (1, 26) | New rewards left: frozenset({(10, 1), (11, 28)})
Moving to (3, 26) | New rewards left: frozenset({(10, 1), (11, 28)})
Moving to (2, 27) | New rewards left: frozenset({(10, 1), (11, 28)})
Expanding: (3, 26) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (2, 26) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (2, 28) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (2, 28) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (3, 23) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Moving to (2, 23) | New rewards left: frozenset({(10, 1), (11, 28)})
Moving to (4, 23) | New rewards left: frozenset({(10, 1), (11, 28)})
Moving to (3, 24) | New rewards left: frozenset({(10, 1), (11, 28)})
Expanding: (4, 23) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (3, 23) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (1, 23) | Remaining rewards: frozenset({(10, 1), (3, 28)})
Moving to (2, 23) | New rewards left: frozenset({(10, 1), (3, 28)})
Moving to (1, 22) | New rewards left: frozenset({(10, 1), (3, 28)})
Moving to (1, 24) | New rewards left: frozenset({(10, 1), (3, 28)})
Expanding: (2, 23) | Remaining rewards: frozenset({(10, 1), (3, 28)})
Expanding: (2, 26) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Moving to (1, 26) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (3, 26) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (2, 27) | New rewards left: frozenset({(10, 1), (5, 28)})
Expanding: (3, 26) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (2, 26) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (2, 28) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (2, 28) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (11, 17) | Remaining rewards: frozenset({(10, 1), (3, 28)})
Moving to (10, 17) | New rewards left: frozenset({(10, 1), (3, 28)})
Moving to (11, 16) | New rewards left: frozenset({(10, 1), (3, 28)})
Moving to (11, 18) | New rewards left: frozenset({(10, 1), (3, 28)})
Expanding: (10, 17) | Remaining rewards: frozenset({(10, 1), (3, 28)})
Moving to (9, 17) | New rewards left: frozenset({(10, 1), (3, 28)})
Moving to (11, 17) | New rewards left: frozenset({(10, 1), (3, 28)})
Moving to (10, 16) | New rewards left: frozenset({(10, 1), (3, 28)})
Expanding: (11, 19) | Remaining rewards: frozenset({(10, 1), (3, 28)})
Expanding: (8, 18) | Remaining rewards: frozenset({(10, 1), (3, 28)})
Moving to (8, 17) | New rewards left: frozenset({(10, 1), (3, 28)})
Moving to (8, 19) | New rewards left: frozenset({(10, 1), (3, 28)})
Expanding: (8, 20) | Remaining rewards: frozenset({(10, 1), (3, 28)})
Expanding: (9, 17) | Remaining rewards: frozenset({(10, 1), (3, 28)})
Moving to (8, 17) | New rewards left: frozenset({(10, 1), (3, 28)})
Moving to (10, 17) | New rewards left: frozenset({(10, 1), (3, 28)})
Moving to (9, 16) | New rewards left: frozenset({(10, 1), (3, 28)})
Expanding: (9, 19) | Remaining rewards: frozenset({(10, 1), (3, 28)})
Expanding: (10, 16) | Remaining rewards: frozenset({(10, 1), (3, 28)})
Moving to (9, 16) | New rewards left: frozenset({(10, 1), (3, 28)})
Moving to (11, 16) | New rewards left: frozenset({(10, 1), (3, 28)})
Moving to (10, 15) | New rewards left: frozenset({(10, 1), (3, 28)})
Moving to (10, 17) | New rewards left: frozenset({(10, 1), (3, 28)})
Expanding: (11, 19) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Moving to (11, 18) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (11, 20) | New rewards left: frozenset({(10, 1), (5, 28)})
Expanding: (11, 21) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (5, 23) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Moving to (4, 23) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (6, 23) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (5, 24) | New rewards left: frozenset({(10, 1), (5, 28)})
Expanding: (7, 23) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (7, 25) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Moving to (8, 25) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (7, 26) | New rewards left: frozenset({(10, 1), (5, 28)})
Expanding: (8, 14) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Moving to (9, 14) | New rewards left: frozenset({(10, 1), (11, 28)})
Moving to (8, 13) | New rewards left: frozenset({(10, 1), (11, 28)})
Moving to (8, 15) | New rewards left: frozenset({(10, 1), (11, 28)})
Expanding: (9, 14) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (8, 16) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (8, 16) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (8, 20) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Moving to (9, 20) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (8, 19) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (8, 21) | New rewards left: frozenset({(10, 1), (5, 28)})
Expanding: (8, 20) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (8, 22) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (9, 19) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Moving to (8, 19) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (9, 20) | New rewards left: frozenset({(10, 1), (5, 28)})
Expanding: (9, 21) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (9, 21) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (9, 25) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (9, 25) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (9, 27) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Moving to (9, 26) | New rewards left: frozenset({(10, 1), (5, 28)})
Moving to (9, 28) | New rewards left: frozenset({(10, 1), (5, 28)})
Expanding: (10, 20) | Remaining rewards: frozenset({(10, 1), (5, 28)})
Expanding: (9, 13) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Moving to (8, 13) | New rewards left: frozenset({(10, 1), (11, 28)})
Moving to (10, 13) | New rewards left: frozenset({(10, 1), (11, 28)})
Moving to (9, 14) | New rewards left: frozenset({(10, 1), (11, 28)})
Expanding: (10, 13) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Moving to (9, 13) | New rewards left: frozenset({(10, 1), (11, 28)})
Moving to (11, 13) | New rewards left: frozenset({(10, 1), (11, 28)})
Moving to (10, 12) | New rewards left: frozenset({(10, 1), (11, 28)})
Expanding: (9, 15) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (9, 15) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Expanding: (10, 12) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Moving to (11, 12) | New rewards left: frozenset({(10, 1), (11, 28)})
Moving to (10, 13) | New rewards left: frozenset({(10, 1), (11, 28)})
Expanding: (11, 13) | Remaining rewards: frozenset({(10, 1), (11, 28)})
Moving to (10, 13) | New rewards left: frozenset({(10, 1), (11, 28)})
Moving to (11, 12) | New rewards left: frozenset({(10, 1), (11, 28)})
Expanding: (1, 6) | Remaining rewards: frozenset({(10, 1), (3, 28), (1, 14), (5, 28), (11, 28)})
Expanding: (1, 8) | Remaining rewards: frozenset({(11, 28), (10, 1), (5, 28), (3, 28)})
Moving to (1, 7) | New rewards left: frozenset({(11, 28), (10, 1), (5, 28), (3, 28)})
Moving to (1, 9) | New rewards left: frozenset({(11, 28), (10, 1), (5, 28), (3, 28)})
Expanding: (1, 9) | Remaining rewards: frozenset({(11, 28), (10, 1), (5, 28), (3, 28)})
Expanding: (1, 21) | Remaining rewards: frozenset({(10, 1), (5, 28), (11, 28)})
Moving to (2, 21) | New rewards left: frozenset({(10, 1), (5, 28), (11, 28)})
Moving to (1, 20) | New rewards left: frozenset({(10, 1), (5, 28), (11, 28)})
Moving to (1, 22) | New rewards left: frozenset({(10, 1), (5, 28), (11, 28)})
Expanding: (2, 21) | Remaining rewards: frozenset({(10, 1), (5, 28), (11, 28)})
Moving to (1, 21) | New rewards left: frozenset({(10, 1), (5, 28), (11, 28)})
Moving to (3, 21) | New rewards left: frozenset({(10, 1), (5, 28), (11, 28)})
Expanding: (3, 21) | Remaining rewards: frozenset({(10, 1), (5, 28), (11, 28)})
Moving to (2, 21) | New rewards left: frozenset({(10, 1), (5, 28), (11, 28)})
Moving to (4, 21) | New rewards left: frozenset({(10, 1), (5, 28), (11, 28)})
Expanding: (4, 21) | Remaining rewards: frozenset({(10, 1), (5, 28), (11, 28)})
Moving to (3, 21) | New rewards left: frozenset({(10, 1), (5, 28), (11, 28)})
Moving to (4, 20) | New rewards left: frozenset({(10, 1), (5, 28), (11, 28)})
Expanding: (4, 20) | Remaining rewards: frozenset({(10, 1), (5, 28), (11, 28)})
Moving to (4, 19) | New rewards left: frozenset({(10, 1), (5, 28), (11, 28)})
Moving to (4, 21) | New rewards left: frozenset({(10, 1), (5, 28), (11, 28)})
Expanding: (4, 21) | Remaining rewards: frozenset({(10, 1), (5, 28), (11, 28)})
Expanding: (3, 21) | Remaining rewards: frozenset({(10, 1), (5, 28), (11, 28)})
Expanding: (4, 19) | Remaining rewards: frozenset({(10, 1), (5, 28), (11, 28)})
Moving to (3, 19) | New rewards left: frozenset({(10, 1), (5, 28), (11, 28)})
Moving to (4, 18) | New rewards left: frozenset({(10, 1), (5, 28), (11, 28)})
Moving to (4, 20) | New rewards left: frozenset({(10, 1), (5, 28), (11, 28)})
Expanding: (4, 20) | Remaining rewards: frozenset({(10, 1), (5, 28), (11, 28)})
Expanding: (1, 22) | Remaining rewards: frozenset({(10, 1), (5, 28), (11, 28)})
Expanding: (1, 22) | Remaining rewards: frozenset({(3, 28), (10, 1), (11, 28)})
Moving to (1, 21) | New rewards left: frozenset({(3, 28), (10, 1), (11, 28)})
Moving to (1, 23) | New rewards left: frozenset({(3, 28), (10, 1), (11, 28)})
Expanding: (2, 21) | Remaining rewards: frozenset({(10, 1), (5, 28), (11, 28)})
Expanding: (1, 23) | Remaining rewards: frozenset({(3, 28), (10, 1), (11, 28)})
Expanding: (1, 23) | Remaining rewards: frozenset({(3, 28), (10, 1), (11, 28)})
Expanding: (11, 17) | Remaining rewards: frozenset({(10, 1), (5, 28), (3, 28)})
Moving to (10, 17) | New rewards left: frozenset({(10, 1), (5, 28), (3, 28)})
Moving to (11, 16) | New rewards left: frozenset({(10, 1), (5, 28), (3, 28)})
Moving to (11, 18) | New rewards left: frozenset({(10, 1), (5, 28), (3, 28)})
Expanding: (10, 17) | Remaining rewards: frozenset({(10, 1), (5, 28), (3, 28)})
Moving to (9, 17) | New rewards left: frozenset({(10, 1), (5, 28), (3, 28)})
Moving to (11, 17) | New rewards left: frozenset({(10, 1), (5, 28), (3, 28)})
Moving to (10, 16) | New rewards left: frozenset({(10, 1), (5, 28), (3, 28)})
Expanding: (9, 17) | Remaining rewards: frozenset({(10, 1), (5, 28), (3, 28)})
Moving to (8, 17) | New rewards left: frozenset({(10, 1), (5, 28), (3, 28)})
Moving to (10, 17) | New rewards left: frozenset({(10, 1), (5, 28), (3, 28)})
Moving to (9, 16) | New rewards left: frozenset({(10, 1), (5, 28), (3, 28)})
Expanding: (8, 17) | Remaining rewards: frozenset({(10, 1), (5, 28), (3, 28)})
Expanding: (1, 24) | Remaining rewards: frozenset({(3, 28), (10, 1), (11, 28)})
Expanding: (11, 18) | Remaining rewards: frozenset({(10, 1), (5, 28), (3, 28)})
Expanding: (1, 25) | Remaining rewards: frozenset({(3, 28), (10, 1), (11, 28)})
Expanding: (4, 18) | Remaining rewards: frozenset({(10, 1), (5, 28), (11, 28)})
Moving to (3, 18) | New rewards left: frozenset({(10, 1), (5, 28), (11, 28)})
Moving to (4, 19) | New rewards left: frozenset({(10, 1), (5, 28), (11, 28)})
Expanding: (10, 16) | Remaining rewards: frozenset({(10, 1), (5, 28), (3, 28)})
Moving to (9, 16) | New rewards left: frozenset({(10, 1), (5, 28), (3, 28)})
Moving to (11, 16) | New rewards left: frozenset({(10, 1), (5, 28), (3, 28)})
Moving to (10, 15) | New rewards left: frozenset({(10, 1), (5, 28), (3, 28)})
Moving to (10, 17) | New rewards left: frozenset({(10, 1), (5, 28), (3, 28)})
Expanding: (1, 26) | Remaining rewards: frozenset({(3, 28), (10, 1), (11, 28)})
Expanding: (1, 26) | Remaining rewards: frozenset({(3, 28), (10, 1), (11, 28)})
Expanding: (4, 19) | Remaining rewards: frozenset({(10, 1), (5, 28), (11, 28)})
